amount,isFraud,Actual_amount_orig,Actual_amount_dest,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
29226.33,0,0.0,0.0,False,False,False,True,False
1271.01,0,1271.01,-1271.0099999997765,False,False,True,False,False
16619.95,1,16619.95,-16619.95,False,True,False,False,False
932691.0,1,932691.0,0.0,False,False,False,False,True
216179.15,1,216179.15,0.0,False,False,False,False,True
253261.36,1,253261.36,0.0,False,False,False,False,True
1413.04,0,1413.04,0.0,False,False,False,True,False
11450.12,0,11450.119999999995,0.0,False,False,False,True,False
17968.47,0,0.0,0.0,False,False,False,True,False
10000000.0,1,10000000.0,-9999999.999999998,False,True,False,False,False
252901.58,0,62928.0,-252901.58,False,True,False,False,False
43792.16,0,-43792.16,53306.31999999983,True,False,False,False,False
1595587.46,1,1595587.46,-1595587.460000001,False,True,False,False,False
390763.24,1,390763.24,0.0,False,False,False,False,True
1650856.19,1,1650856.19,-1650856.18,False,True,False,False,False
364909.13,0,8000.0,-364909.13,False,True,False,False,False
11392.73,0,0.0,0.0,False,False,False,True,False
5963850.34,1,5963850.34,-5963850.34,False,True,False,False,False
127091.33,1,127091.33,0.0,False,False,False,False,True
72120.43,0,72120.43,0.0,False,False,False,True,False
150245.05,1,150245.05,-150245.05000000005,False,True,False,False,False
194247.71,0,0.0,-406314.26,False,False,False,False,True
482679.6,1,482679.6,0.0,False,False,False,False,True
9110884.44,1,9110884.44,0.0,False,False,False,False,True
242896.12,1,242896.12,0.0,False,False,False,False,True
6188514.81,1,6188514.81,-6043074.35,False,True,False,False,False
17822.02,1,17822.02,0.0,False,False,False,False,True
850002.52,1,850002.52,0.0,False,False,False,False,True
861406.83,1,861406.83,-861406.8299999991,False,True,False,False,False
73712.28,0,-73712.28000000026,73712.28000000003,True,False,False,False,False
14017.38,1,14017.38,0.0,False,False,False,False,True
2210702.71,0,0.0,-2210702.71,False,False,False,False,True
239473.85,1,239473.85,0.0,False,False,False,False,True
448265.08,1,448265.08,0.0,False,False,False,False,True
17428.0,1,17428.0,-191529.39,False,True,False,False,False
13953.66,0,55.0,0.0,False,False,False,True,False
205411.83,0,0.0,-205411.82,False,True,False,False,False
574709.63,1,574709.63,-574709.63,False,True,False,False,False
814689.88,1,814689.88,-814689.88,False,True,False,False,False
4445514.2,1,4445514.2,0.0,False,False,False,False,True
55940.16,0,55940.15000000001,-55940.159999999974,False,True,False,False,False
1400472.01,1,1400472.01,-1400472.0100000002,False,True,False,False,False
242030.09,0,-242030.08999999985,242030.08999999997,True,False,False,False,False
96286.54,1,96286.54,-96286.54,False,True,False,False,False
313697.44,1,313697.44,-313697.44,False,True,False,False,False
322863.49,0,-322863.49,322863.4900000002,True,False,False,False,False
1337906.92,0,31941.0,-1687482.2,False,False,False,False,True
105080.35,1,105080.35,-105080.34999999986,False,True,False,False,False
150157.6,1,150157.6,0.0,False,False,False,False,True
3968964.4,1,3968964.4,-3968964.4,False,True,False,False,False
7806.02,0,0.0,0.0,False,False,False,True,False
375360.62,0,0.0,-375360.60999999987,False,True,False,False,False
1503034.86,1,1503034.86,-1503034.8699999999,False,True,False,False,False
18887.0,1,18887.0,-18887.0,False,True,False,False,False
144291.97,0,19944.0,-144291.9700000001,False,True,False,False,False
131658.24,0,-131658.24,0.0,True,False,False,False,False
887941.44,1,887941.44,-887941.44,False,True,False,False,False
261331.82,1,261331.82,-261331.83,False,True,False,False,False
3592.4,0,3592.399999999994,0.0,False,False,False,True,False
196265.11,0,33994.0,-196265.11,False,True,False,False,False
6987.5,0,0.0,0.0,False,False,False,True,False
286406.44,0,-286406.43999999994,286406.44000000006,True,False,False,False,False
19644.21,0,354.0,0.0,False,False,False,True,False
2230432.56,1,2230432.56,0.0,False,False,False,False,True
74286.26,0,70667.28,0.0,False,False,False,True,False
26458.67,0,8360.5,0.0,False,False,False,True,False
12931.91,0,0.0,-12931.909999999989,False,True,False,False,False
128936.95,1,128936.95,0.0,False,False,False,False,True
6339.42,1,6339.42,0.0,False,False,False,False,True
8010.33,0,0.0,0.0,False,False,False,True,False
199974.24,0,21345.0,-199974.22999999998,False,True,False,False,False
203150.54,0,0.0,-203150.54999999993,False,True,False,False,False
68898.76,0,0.0,0.0,False,False,False,True,False
100284.95,0,-100284.95000000019,100284.95000000019,True,False,False,False,False
30726.29,0,30437.0,0.0,False,False,False,True,False
10843.24,0,10843.240000000005,0.0,False,False,False,True,False
187511.63,0,-187511.62,187511.63000000003,True,False,False,False,False
286463.3,0,0.0,-286463.30000000005,False,True,False,False,False
2239461.29,1,2239461.29,0.0,False,False,False,False,True
52720.88,0,11314.0,-52720.880000000005,False,True,False,False,False
7969.08,0,7969.080000000002,-43245.32000000001,False,True,False,False,False
327791.14,1,327791.14,-327791.14,False,True,False,False,False
586718.88,1,586718.88,-586718.8799999999,False,True,False,False,False
204778.86,1,204778.86,-204778.84999999986,False,True,False,False,False
2577489.07,1,2577489.07,-2577489.07,False,True,False,False,False
13385.84,0,0.0,0.0,False,False,False,True,False
52660.39,0,52660.39,0.0,False,False,False,True,False
351151.73,0,19909.0,-351151.74,False,False,False,False,True
48156.69,1,48156.69,0.0,False,False,False,False,True
134194.59,1,134194.59,-134194.58999999985,False,True,False,False,False
159874.58,0,59835.25,-159874.57999999914,False,True,False,False,False
305817.12,1,305817.12,0.0,False,False,False,False,True
737285.03,1,737285.03,0.0,False,False,False,False,True
89290.12,0,38413.38,-89290.12,False,True,False,False,False
7171.78,0,7171.780000000001,-167767.6000000001,False,True,False,False,False
226804.13,1,226804.13,-371306.87,False,True,False,False,False
892376.71,1,892376.71,-892376.7100000009,False,True,False,False,False
7316255.05,1,0.0,0.0,False,False,False,False,True
5624.02,1,5624.02,0.0,False,False,False,False,True
338083.76,1,338083.76,-338083.76,False,True,False,False,False
1018201.15,0,0.0,-1018201.1500000001,False,False,False,False,True
60999.3,0,0.0,-336461.27,False,True,False,False,False
340725.63,0,0.0,-340725.63000000006,False,True,False,False,False
130668.56,1,130668.56,0.0,False,False,False,False,True
9772559.35,1,9772559.35,0.0,False,False,False,False,True
217357.58,1,217357.58,-217357.58000000007,False,True,False,False,False
1418198.25,1,1418198.25,-1418198.25,False,True,False,False,False
68662.04,0,0.0,-68662.0399999998,False,True,False,False,False
5765.16,0,5765.149999999998,0.0,False,False,False,True,False
286149.98,0,115.0,-286149.98,False,True,False,False,False
351268.75,1,351268.75,0.0,False,False,False,False,True
356830.35,0,20446.0,-356830.35,False,True,False,False,False
3062506.58,1,3062506.58,0.0,False,False,False,False,True
2111475.81,1,2111475.81,0.0,False,False,False,False,True
125464.46,1,125464.46,0.0,False,False,False,False,True
171788.82,1,171788.82,19962.0,False,True,False,False,False
881811.11,1,881811.11,0.0,False,False,False,False,True
18887.0,1,18887.0,0.0,False,False,False,False,True
17130.55,0,0.0,0.0,False,False,False,True,False
16514.38,0,0.0,0.0,False,False,False,True,False
595854.2,1,595854.2,0.0,False,False,False,False,True
21691.75,0,21691.75,0.0,False,False,False,True,False
146080.35,0,-146080.33999999985,146080.3500000001,True,False,False,False,False
115891.37,0,19743.0,-115891.37,False,True,False,False,False
112668.54,1,112668.54,0.0,False,False,False,False,True
62184.44,1,62184.44,-62184.44,False,True,False,False,False
133241.13,0,-133241.12000000104,133241.12,True,False,False,False,False
80982.32,0,16043.0,-80982.31999999983,False,True,False,False,False
82209.71,1,82209.71,-82209.70999999996,False,True,False,False,False
195393.22,0,6959.0,-195393.22,False,True,False,False,False
315999.02,0,191.0,-315999.01999999955,False,True,False,False,False
66977.86,0,0.0,-66977.86,False,True,False,False,False
138048.52,1,138048.52,-138048.52,False,True,False,False,False
15356.62,0,69.7,0.0,False,False,False,True,False
61791.31,0,-61791.30999999866,61791.310000000056,True,False,False,False,False
116793.95,0,0.0,-116793.95000000001,False,True,False,False,False
537539.57,1,537539.57,-537539.5599999999,False,True,False,False,False
395739.37,0,0.0,-395739.3700000001,False,True,False,False,False
221107.56,1,221107.56,-221107.56000000003,False,True,False,False,False
13992.57,0,13992.57,0.0,False,False,False,True,False
13546.09,0,0.0,-13546.100000000006,False,True,False,False,False
252417.45,1,252417.45,0.0,False,False,False,False,True
16767.15,0,16767.15,-16767.150000000373,False,True,False,False,False
343999.8,1,343999.8,0.0,False,False,False,False,True
47847.53,0,0.0,0.0,False,False,False,True,False
318592.69,0,31395.0,-318592.69999999995,False,True,False,False,False
2099487.78,0,0.0,-2099487.78,False,False,False,False,True
5772.36,0,0.0,0.0,False,False,False,True,False
9299230.13,1,9299230.13,0.0,False,False,False,False,True
282272.93,1,282272.93,-282272.93,False,True,False,False,False
6215.44,1,6215.44,-6215.429999999993,False,True,False,False,False
636942.02,1,636942.02,0.0,False,False,False,False,True
1018800.91,1,1018800.91,-1018800.91,False,True,False,False,False
26291.83,0,-26291.830000000075,26291.829999999958,True,False,False,False,False
1606.71,0,1606.71,0.0,False,False,False,True,False
43782.33,0,-43782.33,43782.329999999994,True,False,False,False,False
2477661.97,1,2477661.97,0.0,False,False,False,False,True
135820.61,0,0.0,-135820.62000000002,False,True,False,False,False
24401.8,0,0.0,-24401.800000000017,False,True,False,False,False
3879669.76,1,3879669.76,0.0,False,False,False,False,True
1927.83,0,1927.8300000000017,0.0,False,False,False,True,False
977805.62,1,977805.62,-977805.62,False,True,False,False,False
1181.69,0,1181.6900000000005,0.0,False,False,False,True,False
1143937.73,1,1143937.73,0.0,False,False,False,False,True
50900.4,0,0.0,-50900.40000000002,False,True,False,False,False
1201681.76,1,1201681.76,-1201681.76,False,True,False,False,False
8814.44,0,8814.440000000002,0.0,False,False,False,True,False
432930.95,0,20216.0,-432930.95,False,False,False,False,True
368973.39,1,368973.39,-368973.38,False,True,False,False,False
87698.36,1,87698.36,-87698.35999999999,False,True,False,False,False
434447.35,0,0.0,-434447.35,False,True,False,False,False
62091.44,1,62091.44,-62091.43999999948,False,True,False,False,False
915266.65,1,915266.65,-915266.6499999999,False,True,False,False,False
26478.48,1,26478.48,0.0,False,False,False,False,True
153596.45,0,153596.44999999995,-153596.4600000002,False,True,False,False,False
4011.26,0,0.0,0.0,False,False,False,True,False
114169.66,1,114169.66,-114169.65999999999,False,True,False,False,False
74312.98,0,0.0,-74312.98999999999,False,True,False,False,False
32372.82,1,32372.82,-32372.82,False,True,False,False,False
6514.47,1,6514.47,-6514.469999999972,False,True,False,False,False
441445.58,1,441445.58,0.0,False,False,False,False,True
22402.21,1,22402.21,0.0,False,False,False,False,True
7596886.83,1,7596886.83,0.0,False,False,False,False,True
138513.94,0,20137.59,-138513.94,False,True,False,False,False
108560.06,1,108560.06,-108560.06,False,True,False,False,False
10703.42,0,-10703.410000000149,10703.419999999925,True,False,False,False,False
74436.56,1,74436.56,0.0,False,False,False,False,True
4180.39,0,4061.0,0.0,False,False,False,True,False
27951.26,1,27951.26,-688313.71,False,True,False,False,False
1244037.74,1,1244037.74,-1244037.74,False,True,False,False,False
217597.93,0,-217597.93000000063,217597.92000000004,True,False,False,False,False
526695.11,0,124716.0,-526695.11,False,True,False,False,False
24132.38,0,24132.379999999997,0.0,False,False,False,True,False
1975271.77,1,1975271.77,-1975271.77,False,True,False,False,False
49284.02,0,0.0,-49284.020000000004,False,True,False,False,False
994676.91,1,994676.91,-994676.91,False,True,False,False,False
1744.22,0,1744.2200000000012,0.0,False,False,False,True,False
57956.79,0,57956.79,-57956.79,False,True,False,False,False
101081.12,1,101081.12,-101081.12000000011,False,True,False,False,False
1328.5,0,0.0,0.0,False,False,False,True,False
324260.42,0,-324260.42000000004,324260.4299999997,True,False,False,False,False
6295010.28,1,6295010.28,-6295010.279999999,False,True,False,False,False
408257.1,0,0.0,-408257.1,False,True,False,False,False
66692.96,0,66692.95999999999,-66692.96000000002,False,True,False,False,False
408864.84,1,408864.84,0.0,False,False,False,False,True
1418168.85,1,1418168.85,-1418168.8500000015,False,True,False,False,False
16734.61,1,16734.61,-16734.61,False,True,False,False,False
1980800.05,1,1980800.05,0.0,False,False,False,False,True
55659.42,0,-55659.419999999925,55659.42000000004,True,False,False,False,False
8318.03,0,8318.029999999999,0.0,False,False,False,True,False
40702.17,0,22591.0,-40702.17000000001,False,True,False,False,False
113025.04,0,-113025.03000000003,113025.03000000003,True,False,False,False,False
80190.63,0,-80190.63000000082,80190.64000000001,True,False,False,False,False
19004.86,0,86.0,0.0,False,False,False,True,False
66681.71,0,0.0,-66681.71999999997,False,True,False,False,False
29611.08,1,29611.08,-29611.079999999958,False,True,False,False,False
116175.45,0,0.0,-116175.44999999972,False,False,False,False,True
510053.3,0,7526.0,-510053.3,False,False,False,False,True
18229.58,0,18229.58,-18229.589999999967,False,True,False,False,False
255810.72,0,249764.0,-255810.72999999998,False,True,False,False,False
148305.3,1,148305.3,0.0,False,False,False,False,True
2120266.89,1,2120266.89,0.0,False,False,False,False,True
43996.54,1,43996.54,-43996.55000000005,False,True,False,False,False
821138.21,1,821138.21,-821138.21,False,True,False,False,False
3140.58,0,-3140.5800000000745,3140.5800000000745,True,False,False,False,False
972142.03,1,972142.03,0.0,False,False,False,False,True
6468.05,0,6468.05,0.0,False,False,False,True,False
412668.39,1,412668.39,0.0,False,False,False,False,True
381247.3,1,381247.3,-381247.3,False,True,False,False,False
442290.23,1,442290.23,-442290.23,False,True,False,False,False
513625.95,0,12561.0,-419510.91000000003,False,True,False,False,False
1463764.35,1,1463764.35,-1463764.35,False,True,False,False,False
69408.19,0,-69408.19,69408.20000000001,True,False,False,False,False
40052.27,0,21440.0,-40052.25999999978,False,False,False,False,True
4402.78,0,0.0,0.0,False,False,False,True,False
43698.84,0,742.0,0.0,False,False,False,True,False
1061482.24,1,1061482.24,0.0,False,False,False,False,True
5591414.49,1,5591414.49,-5591414.4799999995,False,True,False,False,False
22774.91,0,0.0,0.0,False,False,False,True,False
71329.73,1,71329.73,0.0,False,False,False,False,True
152724.32,1,152724.32,0.0,False,False,False,False,True
203835.82,0,0.0,-203835.82,False,True,False,False,False
201924.78,0,-201924.79000000004,201924.79,True,False,False,False,False
505571.43,1,505571.43,0.0,False,False,False,False,True
667043.9,1,667043.9,0.0,False,False,False,False,True
179965.75,0,41112.0,-179965.75,False,False,False,False,True
3550.54,0,-3550.5400000000373,3550.539999999921,True,False,False,False,False
3210027.48,1,3210027.48,0.0,False,False,False,False,True
538428.86,1,538428.86,-538428.86,False,True,False,False,False
222.0,1,222.0,-146939.35,False,True,False,False,False
1440705.58,1,1440705.58,0.0,False,False,False,False,True
111985.37,0,0.0,-111985.37,False,True,False,False,False
20003.18,0,0.0,0.0,False,False,False,True,False
224230.16,1,224230.16,-224230.15999999992,False,True,False,False,False
246058.52,0,0.0,-246058.52000000002,False,True,False,False,False
4529.65,1,4529.65,0.0,False,False,False,False,True
2719.66,1,2719.66,-2719.660000000149,False,True,False,False,False
67092.38,0,0.0,-67092.38,False,True,False,False,False
291527.75,1,291527.75,-291527.75,False,True,False,False,False
320122.1,0,-320122.1,0.0,True,False,False,False,False
93882.34,0,-93882.33999999985,93882.34,True,False,False,False,False
8693.31,0,0.0,-8693.309999999998,False,True,False,False,False
31329.62,1,31329.62,0.0,False,False,False,False,True
1182557.97,1,1182557.97,0.0,False,False,False,False,True
322329.78,1,322329.78,-322329.78,False,True,False,False,False
319887.08,1,319887.08,-319887.0900000001,False,True,False,False,False
2209035.37,1,2209035.37,0.0,False,False,False,False,True
321415.89,0,-321415.89000000013,321415.89000000013,True,False,False,False,False
35962.37,0,0.0,-35962.369999999995,False,True,False,False,False
21580.37,1,21580.37,0.0,False,False,False,False,True
11764.88,0,11764.879999999997,0.0,False,False,False,True,False
498707.39,0,0.0,-498707.40000000014,False,True,False,False,False
122640.5,0,0.0,-122640.5,False,True,False,False,False
71323.49,1,71323.49,-71323.49000000002,False,True,False,False,False
424954.89,0,648.0,-424954.89000000013,False,True,False,False,False
2479691.37,1,2479691.37,0.0,False,False,False,False,True
11975.22,0,11975.220000000001,-11975.22,False,False,False,False,True
3037.67,1,3037.67,-3037.670000000042,False,True,False,False,False
4919642.57,1,4919642.57,0.0,False,False,False,False,True
383911.81,0,0.0,-383911.80999999994,False,True,False,False,False
285812.76,0,-285812.76,16556.42,True,False,False,False,False
153120.08,0,153120.09000000003,-153120.08000000007,False,True,False,False,False
3993.96,0,0.0,0.0,False,False,False,True,False
4640.59,0,2580.27,0.0,False,False,False,True,False
3904.89,0,3904.890000000014,0.0,False,False,False,True,False
405.56,0,405.5599999999977,-405.5600000000559,False,True,False,False,False
57724.16,0,0.0,-57724.159999999974,False,True,False,False,False
208070.31,0,113370.0,-208070.3,False,False,False,False,True
8020192.15,1,8020192.15,0.0,False,False,False,False,True
86070.17,1,86070.17,0.0,False,False,False,False,True
3832058.34,1,3832058.34,0.0,False,False,False,False,True
55199.15,0,-55199.15,0.0,True,False,False,False,False
259103.16,1,259103.16,-259103.16,False,True,False,False,False
6618.29,0,6618.289999999979,0.0,False,False,False,True,False
892376.71,1,892376.71,0.0,False,False,False,False,True
1825908.12,1,1825908.12,0.0,False,False,False,False,True
45362.34,0,0.0,-45362.340000000084,False,True,False,False,False
116940.06,0,-116940.05999999959,116940.06000000006,True,False,False,False,False
82767.31,1,82767.31,-82767.31000000006,False,True,False,False,False
2938.01,0,0.0,0.0,False,False,False,True,False
170509.68,0,0.0,-170509.67999999993,False,True,False,False,False
1065787.82,1,1065787.82,0.0,False,False,False,False,True
173502.39,0,-173502.39000000013,173502.39000000013,True,False,False,False,False
4525901.25,1,4525901.25,-4525901.25,False,True,False,False,False
197051.02,0,0.0,-197051.03000000003,False,True,False,False,False
64809.84,0,-64809.83999999985,64809.840000000084,True,False,False,False,False
488243.65,1,488243.65,0.0,False,False,False,False,True
2263927.04,1,2263927.04,-2263927.04,False,True,False,False,False
225230.89,0,-225230.89,225230.88999999996,True,False,False,False,False
56517.37,1,56517.37,0.0,False,False,False,False,True
362837.15,1,362837.15,0.0,False,False,False,False,True
989.3,0,0.0,0.0,False,False,False,True,False
68897.69,0,-68897.68999999994,68897.68999999999,True,False,False,False,False
150159.16,0,-150159.16,150159.16000000003,True,False,False,False,False
78028.89,1,78028.89,-78028.89000000007,False,True,False,False,False
64404.47,0,32854.0,-577216.28,False,True,False,False,False
1462355.44,1,1462355.44,-1462355.45,False,True,False,False,False
5780.41,0,0.0,0.0,False,False,False,True,False
18292.09,0,-18292.08999999985,18292.089999999997,True,False,False,False,False
62928.9,0,-62928.890000000014,62928.90000000001,True,False,False,False,False
50950.88,0,11987.0,-50950.889999999985,False,True,False,False,False
69724.85,1,69724.85,-69724.85,False,True,False,False,False
1631640.02,1,1631640.02,0.0,False,False,False,False,True
448265.08,1,448265.08,-448265.0800000001,False,True,False,False,False
219300.76,1,219300.76,0.0,False,False,False,False,True
296349.8,1,296349.8,-296349.8,False,True,False,False,False
4022667.54,1,4022667.54,-3977054.65,False,True,False,False,False
73321.76,0,-73321.76000000001,73321.76000000001,True,False,False,False,False
570135.07,1,570135.07,-570135.0699999998,False,True,False,False,False
850530.59,1,850530.59,0.0,False,False,False,False,True
2960254.17,1,2960254.17,0.0,False,False,False,False,True
23467.04,0,0.0,-23467.039999999994,False,True,False,False,False
23236.49,1,23236.49,0.0,False,False,False,False,True
528149.74,1,528149.74,-528149.74,False,True,False,False,False
2719.66,1,2719.66,0.0,False,False,False,False,True
16288.9,0,16288.900000000023,0.0,False,False,False,True,False
819.35,0,819.3499999999767,-819.3500000000931,False,False,True,False,False
1082308.05,1,1082308.05,0.0,False,False,False,False,True
22392.85,0,10143.0,0.0,False,False,False,True,False
2935952.76,1,2935952.76,-2935952.76,False,True,False,False,False
96756.8,0,-96756.80000000005,96756.79999999999,True,False,False,False,False
155028.83,1,155028.83,-155028.83,False,True,False,False,False
218093.73,0,0.0,-218093.72999999998,False,True,False,False,False
10000000.0,1,10000000.0,0.0,False,False,False,False,True
167907.12,1,167907.12,-167907.12,False,True,False,False,False
232585.8,0,165562.0,-232585.7999999998,False,True,False,False,False
8710.84,0,8710.84,0.0,False,False,False,True,False
155121.58,1,155121.58,0.0,False,False,False,False,True
69122.9,0,0.0,-69122.8999999999,False,True,False,False,False
6143.51,0,6143.510000000009,0.0,False,False,False,True,False
681525.62,1,681525.62,0.0,False,False,False,False,True
3200270.32,1,3200270.32,-3200270.33,False,True,False,False,False
219510.47,0,-219510.46999999997,219510.46999999997,True,False,False,False,False
87698.36,1,87698.36,0.0,False,False,False,False,True
5166393.44,1,5166393.44,0.0,False,False,False,False,True
202124.64,0,21575.0,-202124.64,False,True,False,False,False
692895.24,1,692895.24,-692895.2399999999,False,True,False,False,False
1783.96,0,1783.9599999999991,0.0,False,False,False,True,False
330218.85,1,330218.85,-330218.8500000001,False,True,False,False,False
91899.93,0,0.0,-91899.92999999993,False,True,False,False,False
2799902.39,1,2799902.39,-2799902.3899999997,False,True,False,False,False
262434.54,1,262434.54,-418708.07,False,True,False,False,False
213651.58,0,-213651.58000000007,-421754.8600000001,True,False,False,False,False
2385.56,0,0.0,0.0,False,False,False,True,False
239764.09,0,0.0,-239764.08999999985,False,True,False,False,False
35870.16,0,0.0,-35870.15999999999,False,True,False,False,False
131594.12,1,131594.12,-131594.12,False,True,False,False,False
2190762.32,1,2190762.32,-2190762.32,False,True,False,False,False
794421.26,1,794421.26,-794421.26,False,True,False,False,False
1048388.34,1,1048388.34,-1048388.34,False,True,False,False,False
252596.38,0,11865.06,-1025917.3699999999,False,True,False,False,False
37669.14,1,37669.14,-37669.14,False,True,False,False,False
22990.73,1,22990.73,0.0,False,False,False,False,True
186567.41,1,186567.41,-186567.41,False,True,False,False,False
160088.68,1,160088.68,-160088.68,False,True,False,False,False
87438.83,1,87438.83,-87438.82999999999,False,True,False,False,False
102371.12,1,102371.12,-102371.12,False,True,False,False,False
968651.23,1,968651.23,-719852.88,False,True,False,False,False
7401.05,0,7401.049999999996,-7401.049999999988,False,True,False,False,False
10691.18,0,0.0,0.0,False,False,False,True,False
1330802.24,1,1330802.24,0.0,False,False,False,False,True
1398166.84,1,1398166.84,0.0,False,False,False,False,True
114975.92,0,81707.0,-114975.92,False,True,False,False,False
285294.11,1,285294.11,0.0,False,False,False,False,True
752503.21,0,0.0,-752503.21,False,False,False,False,True
63624.08,1,63624.08,0.0,False,False,False,False,True
10215.92,0,10215.910000000003,0.0,False,False,False,True,False
282716.61,0,-282716.61,128926.25,True,False,False,False,False
38208.85,0,0.0,0.0,False,False,False,True,False
6866.65,0,549.0,0.0,False,False,False,True,False
10000000.0,1,10000000.0,0.0,False,False,False,False,True
9915.45,0,0.0,0.0,False,False,False,True,False
2108589.59,1,2108589.59,0.0,False,False,False,False,True
79508.59,0,0.0,-79508.59000000003,False,True,False,False,False
3592596.97,1,3592596.97,-3592596.97,False,True,False,False,False
331829.94,1,331829.94,0.0,False,False,False,False,True
4243468.19,1,4243468.19,0.0,False,False,False,False,True
654250.76,1,654250.76,0.0,False,False,False,False,True
167449.24,0,396.0,-167449.24000000022,False,True,False,False,False
47984.43,1,47984.43,0.0,False,False,False,False,True
112709.65,0,-112709.65000000037,112709.64999999997,True,False,False,False,False
1221900.21,1,1221900.21,0.0,False,False,False,False,True
42843.77,0,19881.0,0.0,False,False,False,True,False
6749.18,1,6749.18,0.0,False,False,False,False,True
6468916.64,1,6468916.64,0.0,False,False,False,False,True
61781.12,0,32344.2,0.0,False,False,False,True,False
107715.93,0,107715.93999999994,-107715.93000000017,False,True,False,False,False
240899.12,1,240899.12,-240899.12,False,True,False,False,False
99803.44,0,0.0,-99803.45000000001,False,True,False,False,False
29567.08,0,-29567.08999999985,29567.07999999961,True,False,False,False,False
59210.78,0,0.0,-59210.78000000026,False,True,False,False,False
13510.79,0,0.0,0.0,False,False,False,True,False
5656416.95,1,5656416.95,-5656416.95,False,True,False,False,False
1289142.33,1,1289142.33,-1289142.33,False,True,False,False,False
494453.52,1,494453.52,-494453.51999999996,False,True,False,False,False
69577.55,0,0.0,-69577.56,False,True,False,False,False
140807.76,1,140807.76,-140807.75,False,True,False,False,False
34688.01,0,20663.29,0.0,False,False,False,True,False
10000000.0,1,10000000.0,-10000000.0,False,True,False,False,False
6703831.4,1,6703831.4,-6703831.399999999,False,True,False,False,False
74232.2,0,-74232.19000000041,74232.19,True,False,False,False,False
978362.97,1,978362.97,-978362.97,False,True,False,False,False
369306.87,1,369306.87,0.0,False,False,False,False,True
830991.53,1,830991.53,0.0,False,False,False,False,True
31593.95,1,31593.95,-31593.96000000002,False,True,False,False,False
566142.89,1,566142.89,-566142.8800000001,False,True,False,False,False
6870369.62,1,6870369.62,-6870369.62,False,True,False,False,False
250671.97,0,41481.0,-250671.97000000003,False,False,False,False,True
295054.68,1,295054.68,-295054.68,False,True,False,False,False
113561.2,0,-113561.20000000001,113561.20000000019,True,False,False,False,False
486175.4,1,486175.4,-486175.4,False,True,False,False,False
2007.0,1,2007.0,0.0,False,False,False,False,True
377275.45,0,0.0,-194466.1100000001,False,True,False,False,False
1153156.0,1,1153156.0,-1153156.0,False,True,False,False,False
148278.59,0,0.0,-148278.59000000008,False,True,False,False,False
151805.89,0,5925.0,-808548.79,False,True,False,False,False
386996.34,1,386996.34,0.0,False,False,False,False,True
1122.76,0,0.0,0.0,False,False,False,True,False
7380.54,0,7380.540000000008,0.0,False,False,False,True,False
21235.84,0,0.0,0.0,False,False,False,True,False
3671853.86,1,3671853.86,0.0,False,False,False,False,True
622908.71,0,0.0,-722689.7200000001,False,True,False,False,False
192334.14,0,5532.0,-192334.13999999996,False,False,False,False,True
697652.19,1,697652.19,0.0,False,False,False,False,True
853.36,0,853.36,0.0,False,False,False,True,False
1379501.18,1,1379501.18,-1379501.18,False,True,False,False,False
370848.51,0,9940.0,-370848.50999999995,False,True,False,False,False
119149.77,0,0.0,-119149.77999999991,False,True,False,False,False
101392.92,1,101392.92,0.0,False,False,False,False,True
134150.88,0,-134150.8799999999,134150.87999999995,True,False,False,False,False
7591.28,0,-7591.280000000028,0.0,True,False,False,False,False
44482.33,1,44482.33,0.0,False,False,False,False,True
245435.05,0,45506.0,38908.21999999997,False,True,False,False,False
3398678.99,0,0.0,-3398679.0,False,False,False,False,True
1592602.27,1,1592602.27,-1592602.27,False,True,False,False,False
181671.02,0,-181671.02,0.0,True,False,False,False,False
58233.3,0,10516.0,-58233.3,False,True,False,False,False
16113.86,0,16113.86,0.0,False,False,False,True,False
224385.4,0,3590.04,-224385.39999999997,False,True,False,False,False
148070.97,0,2002.0,-148070.96999999974,False,True,False,False,False
1398946.33,1,1398946.33,-1398946.33,False,True,False,False,False
398157.05,1,398157.05,0.0,False,False,False,False,True
317737.76,0,-317737.75,317737.76,True,False,False,False,False
22792.44,0,0.0,0.0,False,False,False,True,False
21865.59,0,0.0,0.0,False,False,False,True,False
136731.02,0,-136731.02000000048,136731.02000000002,True,False,False,False,False
615398.61,1,615398.61,0.0,False,False,False,False,True
338364.14,1,338364.14,-338364.14,False,True,False,False,False
1679154.56,1,1679154.56,-1679154.5599999996,False,True,False,False,False
151994.59,1,151994.59,0.0,False,False,False,False,True
10000000.0,1,10000000.0,0.0,False,False,False,False,True
9060955.18,1,9060955.18,0.0,False,False,False,False,True
25470.31,0,13171.0,-25470.31999999995,False,True,False,False,False
897875.35,1,897875.35,0.0,False,False,False,False,True
265107.91,0,47613.0,-265107.91,False,True,False,False,False
19043.49,0,19043.489999999998,0.0,False,False,False,True,False
503405.88,1,503405.88,0.0,False,False,False,False,True
169606.21,0,169606.21,-169606.21,False,True,False,False,False
34820.1,0,34820.09999999998,0.0,False,False,False,True,False
324214.2,0,-324214.2,324214.18999999994,True,False,False,False,False
279957.29,0,-279957.29000000097,279957.28,True,False,False,False,False
1177100.83,1,1177100.83,0.0,False,False,False,False,True
